id,coname,loc_search,reason,year
200866,"Joseph ""Joe T"" Trimarche Avenue",Vera Street Between Naughton Avenue and Seaver Avenue,"Joseph Trimarche was very dedicated to his family and the Staten Island Little League by coaching, umpiring and finally as a board member.  He also took tremendous pride in keeping the fields in the best possible condition and held the position of Head Groundskeeper for thirty years.",2008
200871,Donald C. Leo Way,Prescott Avenue Between North Railroad Avenue and Richmond Road,"Donald Leo lived life to the fullest and loved his family, his fiancé, his job and was generous in all aspects of life.  After graduating New Dorp in 1996, he attended  studying education, however, his goal was to pursue becoming a crane operator like his father.  In 2001, he became a member of Local 14 of the International Union of Operating Engineers.  He was tragically killed on May 30, 2008 when the crane he was operating at  and  in  came crashing down.",2008
200879,Firefighter Daniel F. Pujdak Way,Cook Street Between Graham Avenue and Humboldt Street,Daniel F. Pujdak was a life-long resident of Greenpoint and was tragically killed while fighting a blaze at .,2008
200887,Rev. Marcello J. Latona Street,143rd Street Between 14th Avenue and 15th Avenue,"Father Latona was very dedicated to the College Point and Whitestone communities.  He was an honorary Chaplain for the New York City Fire Department as well as the Knights of Columbus.  In addition, he was the founder of the Italian Tradition Lodge of the Order of the Sons of Italy.",2008
2008112,Granite Athletic Club Way,Underneath the Forest Avenue sign at the northwest corner of Richmond Avenue,"The Granite Athletic Club was formed in 1934 at  and .  The Club raises money and then uses the money to sponsor athletic teams, including men’s and young girl’s softball teams, football, and men’s and women’s bowling teams.",2008
2008113,Augustinian Academy Way,Underneath the Campus Road sign at the southwest corner of Howard Avenue,"  was Staten Island’s first  founded in 1899.  The school closed in 1969 and later operated as a retreat house until 1985.  Finally, the building was abandoned in 1989 and had to be demolished in 2006 due to years of abandonment, vandalism and fire damage.",2008
2008114,Michael “Tiger” Heaney Street,Underneath the Beach Street sign at the northwest corner of Jackson Street,"Michael “Tiger” Heaney served as a specialist 4th class during the Vietnam War from 1966 to 1969 receiving the Purple Heart and Sharpshooter (Rifles) medals.  Later, he became a plumber with the City Department of Transportation working at  and with the Staten Island Ferry system for 30 years.  He was also a member of the Staten Island Chapter of Vietnam Veterans, a coach in the  slow pitch Softball League and a parishioner of the former St. John the Baptist de la Salle R.C. Church.  ",2008
20095,Jason Ruiz Way,60th Street Between 6th Avenue and 7th Avenue,Jason Ruiz was an FDNY Emergency Medical Technician (EMT) whose brave actions included rescuing a woman who fell on the subway tracks at Marcy and Myrtle Avenues.  He was awarded a medal for meritorious acts in 2006 and 2007.,2009
200916,Michael A. Clarke Avenue,137th Avenue Between 226th Street and 230th Street,Michael A. Clarke was very active in his community and also in the First Presbyterian Church.  He will be most remembered for his artistic talents involving his camera coverage at Ground Zero in 2001 and the crash of American Airlines Flight 587 in .,2009
200924,Frank J. Verderame Way,Second Place Between Court Street and Smith Street,"Frank J. Verderame was a Corporal in the United States Army during the Korean War, a former New York State Assemblyman, an attorney and also an aide to former Mayor Beame as the Special Assistant to the Mayor for Education.  In the 1970’s he became a founding member of the Carroll Gardens Sports Association and Youth League.  For many years he served as the Vice President of the Carroll Gardens Neighborhood Association and was an avid community activist involved with the Coalition for Respectful Development using his influence to develop recreational areas instead of housing.",2009
200930,Mr. Joe Marotta Way,At the intersection of Victory Boulevard and St. Marks,"Joe Marotta was a life-long Tompkinsville resident  best known as a longtime mentor of Community Board 1, and its Chairman for eight years. He was appointed to the board in 1983 by former Borough President Anthony Gaeta, and was elected chairman in 1988. He stepped down as chairman in 1996, but remained active on the board.  While on the Board, he addressed such issues as noisy businesses, saturation of social services, senior housing, transportation, the redevelopment of the former  and the creation of the Special Hillside Preservation District.",2009
200931,John A. Nappi Flag Way,At the northeast corner of Forest Avenue and Burnside Avenue,"John A. Nappi was known as the “flag man” who was a strong supporter of Staten Island Veterans organizations.  He enlisted in the United States Navy and served as a Chief Petty Officer and equipment operator with Seabees construction battalion during WWII.  He was also a member of the Fleet Reserve Association, the North Shore Veterans of Foreign Wars, the Catholic War Vets Naval Enlisted Reserve Association and the Elks Lodge.",2009
200960,Ron Carey Avenue,28th Avenue Between 203rd and 206th Streets,Ron Carey was a highly regarded member of his community and influential President of the Teamsters Union who succeeded in championing the rights of union workers and reforming the union to better represent its members. ,2009
200969,Thomas Joseph Sgroi  A 9-11 Memorial Way,Northeast corner of 15th Avenue and 15th Street,"Thomas Joseph Sgroi was killed on 9/11/01.  At the time of his death, he was employed by Marsh and McLennan as Vice President for Technology and Information Services. Mr. Sgroi was born and raised in the  area.  Mr. Sgroi was an active congregant at St. Francis de Chantel Church in , where his mother worked for almost 40 years.",2009
200974,Walter L. Johnson Corner Developer of Dyker Heights,At the southwest corner of 82nd Street and 11th Avenue,"Walter L. Johnson developed  in 1895.  He built houses, installed gas lines and planted sugar maple trees and began the Dyker Heights community.  In September 1899, he donated a 100x100 lot of land on which St. Philips was built.",2009
